6621667             0 5 6 0 7 0 0 0 0 0    initial/initial/jrsr/conj/initial/initial/last
6621967             0 1 2 0 7 3 0 0 0 0    initial/initial/jrsr/conj/first/initial/last
6621967             0 5 6 0 7 0 0 0 0 0    initial/initial/jrsr/conj/first/initial/last
662197              0 1 2 0 6 3 0 0 0 0    initial/initial/jrsr/conj/first/last
662197              0 5 0 0 6 0 0 0 0 0    initial/initial/jrsr/conj/first/last
6621997             0 1 2 0 7 3 0 0 0 0    initial/initial/jrsr/conj/first/first/last
6621997             0 5 6 0 7 0 0 0 0 0    initial/initial/jrsr/conj/first/first/last
66251967            0 1 2 0 8 3 0 0 0 1    initial/initial/jrsr/deceased/conj/first/initial/last
66251967            0 6 7 0 8 0 0 0 0 0    initial/initial/jrsr/deceased/conj/first/initial/last
6627                0 1 2 0 3 4 0 0 0 0    initial/initial/jrsr/last
6651667             0 1 2 0 7 0 0 0 0 1    initial/initial/deceased/conj/initial/initial/last
6651667             0 5 6 0 7 0 0 0 0 0    initial/initial/deceased/conj/initial/initial/last
6651967             0 1 2 0 7 0 0 0 0 1    initial/initial/deceased/conj/first/initial/last
6651967             0 5 6 0 7 0 0 0 0 0    initial/initial/deceased/conj/first/initial/last
66519672            0 1 2 0 7 8 0 0 0 1    initial/initial/deceased/conj/first/initial/last/jrsr
66519672            0 5 6 0 7 0 0 0 0 0    initial/initial/deceased/conj/first/initial/last/jrsr
665197              0 1 2 0 6 0 0 0 0 1    initial/initial/deceased/conj/first/last
665197              0 5 0 0 6 0 0 0 0 0    initial/initial/deceased/conj/first/last
6651972             0 1 2 0 6 7 0 0 0 1    initial/initial/deceased/conj/first/last/jrsr
6651972             0 5 0 0 6 0 0 0 0 0    initial/initial/deceased/conj/first/last/jrsr
6651997             0 1 2 0 7 0 0 0 0 1    initial/initial/deceased/conj/first/first/last
6651997             0 5 6 0 7 0 0 0 0 0    initial/initial/deceased/conj/first/first/last
66591967            0 1 2 0 4 0 0 0 0 1    initial/initial/deceased/first(last)/conj/first/initial/last
66591967            0 6 7 0 8 0 0 0 0 0    initial/initial/deceased/first(last)/conj/first/initial/last
6667                0 1 2 0 4 0 0 0 0 0    initial/initial/initial/last
667                 0 1 2 0 3 0 0 0 0 0    initial/initial/last
